Neighborhood,City,State,med_2011,med_2014
Tower Homes,Kansas City,MO,,
Phillips West,Minneapolis,MN,,
Whittier,Denver,CO,,
Fort Sanders,Knoxville,TN,675.0,595.0
Yerba Buena,San Francisco,CA,2600.0,3564.0
Van Mall,Vancouver,WA,,871.0
Park View,Washington,DC,,1250.0
Roseville - Fleet Ridge,San Diego,CA,,
Arlington,Jacksonville,FL,,830.0
College Hill,Wichita,KS,,
Big Oaks,Chicago,IL,,
Jefferson-Woodlawn Lake,San Antonio,TX,,
Arlington Heights,Fort Worth,TX,,925.0
Millsmont,Oakland,CA,,1300.0
Baker,Denver,CO,1900.0,1765.0
Kennedy Heights,Cincinnati,OH,,
The Seasons,Bakersfield,CA,,
Riverside,Everett,WA,,
Canaryville,Chicago,IL,,1000.0
Wesconnett,Jacksonville,FL,,750.0
Midtown Phillips,Minneapolis,MN,,1175.0
New Northwood,Baltimore,MD,,
Rose Park,Missoula,MT,,795.0
North University,Austin,TX,1100.0,1435.0
Stella Mann,Tucson,AZ,,839.0
West Chatham,Chicago,IL,,1250.0
University District,Minneapolis,MN,,
Brooklyn,Portland,OR,,925.0
Manito-Cannon Hill,Spokane,WA,,
West Riverside,New Orleans,LA,,1350.0
Binz,Houston,TX,2055.0,1700.0
Wakefield,Tucson,AZ,,595.0
Upper Boggy Creek,Austin,TX,1050.0,1150.0
Atlantic Boulevard Estates,Jacksonville,FL,800.0,
Barclay Downs,Charlotte,NC,1150.0,1400.0
Clifton Heights,Louisville,KY,635.0,
Grove Park,Atlanta,GA,,800.0
Humboldt,Portland,OR,,
Summer Valley,Aurora,CO,,
North East Park,Saint Petersburg,FL,,775.0
Ellsworth Springs,Vancouver,WA,,
Seccombe Lane,San Bernardino,CA,,695.0
Downtown,Lincoln,NE,,
Park Shore,Naples,FL,3000.0,6000.0
Chollas View,San Diego,CA,,
Randall Manor,New York,NY,,
Nauck,Arlington,VA,2179.0,1951.0
Iroquois,Louisville,KY,,
Eastern Hills,Dayton,OH,,
Laurelhurst,Portland,OR,,
South Addition,Anchorage,AK,,1800.0
South Oak Park,Sacramento,CA,,
Downtown Neighborhood,Little Rock,AR,,
Pecan Springs Springdale,Austin,TX,,
Morrell Park,Baltimore,MD,,
Cascade View,Everett,WA,,
Irving Woods,Chicago,IL,,
Broadway East,Baltimore,MD,950.0,1000.0
Pettit-Rudisill,Fort Wayne,IN,,500.0
Sonterra-Stone Oak,San Antonio,TX,,
McKnight,Springfield,MA,,1000.0
Village 11,Sacramento,CA,,1475.0
Cross Country,Baltimore,MD,,
Country Club Heights,Charlotte,NC,,
Garment District,New York,NY,2750.0,3300.0
Madrona,Torrance,CA,,
Arlington South,Riverside,CA,,
Grand Lake,Oakland,CA,1195.0,
Duck Creek,Richardson,TX,1035.0,
Walteria,Torrance,CA,,
University Hills,Austin,TX,930.0,
Prescott,Oakland,CA,,
Buckingham Lake - Crestwood,Albany,NY,,
Lake Lucina,Jacksonville,FL,680.0,759.0
Wenonah,Minneapolis,MN,,
Cole,Denver,CO,,
Bixby Knolls,Long Beach,CA,,975.0
Victory,Minneapolis,MN,,1100.0
Downtown,Detroit,MI,1460.0,
Cobblestone,Jacksonville,FL,899.0,
Marina Area,Long Beach,CA,,2495.0
Lakeshore,Oakland,CA,,1495.0
Parkhill,Mobile,AL,,900.0
Lind-Bohanon,Minneapolis,MN,899.0,1150.0
Downtown Jacksonville,Jacksonville,FL,1250.0,1150.0
Northeast Hillsdale,San Mateo,CA,,
Overton South,Fort Worth,TX,,
South Hill,Bellingham,WA,,
The Oaks,Bakersfield,CA,,1200.0
Mission Bay,San Francisco,CA,,3846.0
Bryant,Seattle,WA,,
Donaldson Terrace,San Antonio,TX,,650.0
Bomber Heights,Fort Worth,TX,,
Belmont,Lincoln,NE,,
Cory Lake Isles,Tampa,FL,,2000.0
California,Louisville,KY,,725.0
Olde Town East,Columbus,OH,,550.0
Oxford Hunt,Charlotte,NC,766.0,
North Central Thousand Oaks,San Antonio,TX,,1150.0
East Atlanta,Atlanta,GA,1250.0,1295.0
Bayside West,Tampa,FL,924.0,1000.0
Mt. Baker,Bellingham,WA,879.0,
Roosevelt,Seattle,WA,,
Mount Pleasant,Saint Louis,MO,,500.0
Westlake,Seattle,WA,1245.0,1670.0
Greater Belhaven,Jackson,MS,,
Alta Mesa,Santa Barbara,CA,,
Lykins,Kansas City,MO,,500.0
San Gorgonio,San Bernardino,CA,,
Wildwood Park,San Bernardino,CA,,1350.0
Loch Raven,Baltimore,MD,900.0,
Old North Sacramento,Sacramento,CA,,750.0
South Hagginwood,Sacramento,CA,,895.0
North Loop,Minneapolis,MN,1495.0,1695.0
Lakewood,Jacksonville,FL,900.0,1025.0
Bird Land,San Diego,CA,,
Kelvin Park,Chicago,IL,,
Alban Hills,Albuquerque,NM,,
Landover Sharmel,Vancouver,WA,,1005.0
East End,Portland,ME,1195.0,1650.0
Lakeland,Baltimore,MD,950.0,1100.0
Southside Slopes,Pittsburgh,PA,,1575.0
Pioneer Park,Des Moines,IA,585.0,
North Wyoming,Albuquerque,NM,,
Northwest Heights,Portland,OR,1295.0,2500.0
Palma Ceia,Tampa,FL,1150.0,1350.0
Highland,Austin,TX,990.0,900.0
Lincoln Square,Chicago,IL,1100.0,1345.0
Spring Park,Jacksonville,FL,,750.0
South Park,Des Moines,IA,,
Teralta West,San Diego,CA,,
Minnetex,Houston,TX,,
Downtown,Providence,RI,1525.0,2095.0
South Amherst,Amherst,MA,,
Merritt,Oakland,CA,,
Anacostia,Washington,DC,,
Moose Can Gully,Missoula,MT,,
Biscayne Point,Miami Beach,FL,,1600.0
Seaview,Seattle,WA,,
Central Lawrenceville,Pittsburgh,PA,765.0,1350.0
Holland,Minneapolis,MN,,1000.0
Brightwood,Springfield,MA,,925.0
Swan Canyon,San Diego,CA,,1050.0
Downtown West,Saint Louis,MO,980.0,1365.0
Victorian Village,Columbus,OH,,1300.0
South East End,Grand Rapids,MI,,
Twenty-Fifth Ave,San Mateo,CA,,
SableRidge,Aurora,CO,,
Miraloma Park,San Francisco,CA,,
Regency,Jacksonville,FL,900.0,895.0
Wakefield,Little Rock,AR,,675.0
Harlem Park,Baltimore,MD,,825.0
South Fairmount,Cincinnati,OH,,725.0
Crystal Lake,Lakeland,FL,,
Malibar Heights,Mobile,AL,,
Prospect Hill,New Haven,CT,,900.0
Harwood Lane,Charlotte,NC,975.0,1095.0
Ogden,Vancouver,WA,,853.0
Homan Square,Chicago,IL,,900.0
Weibel,Fremont,CA,,
Goodrich-Kirkland Park,Cleveland,OH,,
Rolling Hills,Jacksonville,FL,,
Mission Beach,San Diego,CA,1800.0,3300.0
Mount Vernon-Hollywood-Montclair,Lexington,KY,,
Belmont,Charlottesville,VA,875.0,850.0
Argyle Forest,Jacksonville,FL,960.0,1000.0
Willowcreek,Sacramento,CA,,1495.0
Mckinley Mitchell,Tulsa,OK,,
Cotswold,Charlotte,NC,725.0,850.0
Summerville,Augusta,GA,,750.0
Interbay,Seattle,WA,,1601.0
Old West Austin,Austin,TX,1700.0,1975.0
Alessandro,San Bernardino,CA,,
Wesley Heights,Washington,DC,2200.0,2200.0
Lafayette Park,Detroit,MI,726.0,
Meadow Creek,Fort Worth,TX,,1195.0
Skinker-DeBaliviere,Saint Louis,MO,,1050.0
Edgebrook,Chicago,IL,,
Adams Hill,San Antonio,TX,,
Port Tampa City,Tampa,FL,2029.0,1199.0
Martin Park,Detroit,MI,,750.0
Nob Hill,Albuquerque,NM,,725.0
Overton,Mobile,AL,,
Ridgeway,Stamford,CT,,2450.0
Lindridge - Martin Manor,Atlanta,GA,1075.0,1501.0
Harbour Island,Tampa,FL,1700.0,1850.0
McClure Park,Tulsa,OK,,
Sylvan Hills,Atlanta,GA,,750.0
Como,Fort Worth,TX,,
Edgewood,New Haven,CT,,875.0
Rockwood,Spokane,WA,,
Central Business District,Rochester,NY,895.0,
Amity,New Haven,CT,,900.0
Riviera - Westchester,Bakersfield,CA,,795.0
Ginter Park,Richmond,VA,,600.0
Woodstock,Jacksonville,FL,650.0,715.0
Midtown,San Diego,CA,,2295.0
Uptown,Seattle,WA,1500.0,1621.0
West End,Atlanta,GA,900.0,800.0
Monte Vista,San Antonio,TX,,850.0
Ybor City,Tampa,FL,,950.0
Central East Austin,Austin,TX,1325.0,1593.0
Terrace Hills,Mobile,AL,765.0,
MLK,Austin,TX,1200.0,
Downtown,Saint Louis,MO,1025.0,1500.0
The Gables,Columbus,OH,,
South End,Springfield,MA,885.0,941.0
Davis Lake - Eastfield,Charlotte,NC,1100.0,1000.0
Village 9,Sacramento,CA,,1495.0
Rosewood,Austin,TX,1260.0,
Kennedy,Denver,CO,765.0,
Briarcreek-Woodland,Charlotte,NC,675.0,995.0
Holly Grove,New Orleans,LA,,
Garden Acres,Fort Worth,TX,,1150.0
Charlotte Park,Nashville,TN,,
Far Southwest,Fort Worth,TX,,1150.0
Manton,Providence,RI,,
Hawthorne,Minneapolis,MN,950.0,1150.0
Dauphin Acres,Mobile,AL,,575.0
North Riverside,Wichita,KS,,
West Chesterfield,Chicago,IL,,
Mission San Jose,San Antonio,TX,669.0,
Timber Ridge,San Antonio,TX,,
Oxford,Fort Wayne,IN,,
Fieldston,New York,NY,1690.0,1595.0
Platinum Triangle,Anaheim,CA,1770.0,1950.0
Clayton,Denver,CO,,
East English Village,Detroit,MI,,800.0
Hoover-Foster,Oakland,CA,,
Yorkwood,Mobile,AL,,
Tenney-Lapham,Town of Madison,WI,,1150.0
West,Helena,MT,,650.0
North Kenwood,Chicago,IL,,1375.0
Madison Park,Charlotte,NC,1250.0,1400.0
Little Turtle,Columbus,OH,,770.0
Santa Clara,Eugene,OR,,
Fells Point,Baltimore,MD,1964.0,2210.0
Shandon,Columbia,SC,,895.0
Bridlemile,Portland,OR,,
Sunset Heights,Milwaukee,WI,,
Madison Park,Seattle,WA,,
Rockwell Park-Hemphill Heights,Charlotte,NC,900.0,995.0
Jefferson Park,Charlottesville,VA,,1100.0
Stockton,San Diego,CA,,
Ellwanger-Barry,Rochester,NY,,900.0
Northwood Point,Irvine,CA,2995.0,2775.0
Fallstaff,Baltimore,MD,,
Emerald Hills,San Diego,CA,,
University Gardens,Great Neck,NY,,3295.0
North Riverdale,Dayton,OH,,550.0
View Ridge,Seattle,WA,,1350.0
Banksville,Pittsburgh,PA,,
East Westwood,Cincinnati,OH,,
East Carollton,New Orleans,LA,,1100.0
Old Hill,Springfield,MA,,
Fairoaks,Tampa,FL,1050.0,925.0
Berkleigh,Mobile,AL,,
Streeterville,Chicago,IL,1600.0,2055.0
Wallhaven,Akron,OH,,
Union Station,Denver,CO,1635.0,2500.0
Apollo Arapaho & Camelot,Garland,TX,,
East Merrimack,Merrimack,NH,,
Lytle Creek,San Bernardino,CA,,
Sardis Woods,Charlotte,NC,,
Tower Triangle,Aurora,CO,,
Dongan Hills,New York,NY,,
Oakland,Chicago,IL,,1250.0
Zach White,El Paso,TX,,
Lakeshore,Jacksonville,FL,,
Reed,Portland,OR,,
Del Paso Heights,Sacramento,CA,,
Tallyn's Reach,Aurora,CO,,1285.0
College Park,Mobile,AL,,
East Phillips,Minneapolis,MN,,
Hancock,Austin,TX,1195.0,1500.0
Temescal,Oakland,CA,,
White Ash,Columbus,OH,,1250.0
Far West,Eugene,OR,,630.0
Western Hills North,Fort Worth,TX,,765.0
Presidio Heights,San Francisco,CA,,3850.0
Maryvale,Mobile,AL,,750.0
Roosevelt,Toledo,OH,,
Kendall,San Bernardino,CA,,
Route 66 West,Albuquerque,NM,,
Rancho San Joaquin,Irvine,CA,1900.0,
Sam Hughes,Tucson,AZ,,935.0
Shelltown,San Diego,CA,,
Downtown,Tulsa,OK,,
Belcaro,Denver,CO,1558.0,1994.0
North City Farms,Sacramento,CA,,
Kilbourn Town,Milwaukee,WI,1733.0,
Hartwell,Cincinnati,OH,,
West Eugene,Eugene,OR,,
Elizabeth,Charlotte,NC,895.0,995.0
Treme' Lafitte,New Orleans,LA,,900.0
Dexter Falls,Columbus,OH,1048.0,
City Center,Miami Beach,FL,,3500.0
West Rock,New Haven,CT,,
Eastside,Tucson,AZ,,1100.0
Phoenix Hill,Louisville,KY,,800.0
City Island,New York,NY,,1700.0
Belknap,Louisville,KY,,
Peachtree Heights West,Atlanta,GA,1280.0,1195.0
Tevis Ranch,Bakersfield,CA,,
Barelas,Albuquerque,NM,,
Sabin,Portland,OR,,
Driving Park,Columbus,OH,,550.0
Sequoyah,Tulsa,OK,,
Nob Este,Albuquerque,NM,,
International,San Bernardino,CA,,
Chosewood Park,Atlanta,GA,,750.0
Highland Terrace,Oakland,CA,,
Central Business District,Louisville,KY,620.0,1395.0
Kranz Woods,Detroit,MI,,
Martin Acres,Boulder,CO,2500.0,2460.0
University City South,Charlotte,NC,,
Table Mesa South,Boulder,CO,,
Longview Lake,Tulsa,OK,,
Benton Park West,Saint Louis,MO,,650.0
Fulton,Richmond,VA,599.0,882.0
Norkirk,Kirkland,WA,,
Tobin Hill,San Antonio,TX,,1200.0
Cahuenga Pass,Los Angeles,CA,4300.0,4000.0
Arrowhead,Jacksonville,FL,825.0,
Park of the Canals,Mesa,AZ,,975.0
Downtown,Oakland,CA,,
Hillcrest,Boise,ID,555.0,750.0
Mission Hills,Henderson,NV,1050.0,1050.0
Isle of Palms,Jacksonville,FL,879.0,
Closeburn-Glenkirk,Charlotte,NC,1040.0,1195.0
Glenrose Heights,Atlanta,GA,731.0,773.0
Southwest Garden,Saint Louis,MO,,795.0
Downtown,Washington,DC,2542.0,2800.0
Indianola Terrace,Columbus,OH,,875.0
Arlington Manor,Jacksonville,FL,,
Lindbergh,Atlanta,GA,1025.0,1350.0
Deering Center,Portland,ME,,
Mid-Town Belvedere,Baltimore,MD,1467.0,1250.0
West Side,Augusta,GA,,790.0
East Hampton North,East Hampton,NY,37000.0,38000.0
Perry South,Pittsburgh,PA,,
North Shoal Creek,Austin,TX,899.0,995.0
Summit Lake,Akron,OH,,675.0
Casablanca,Riverside,CA,,
VCU,Richmond,VA,,
Terra Nova,Chula Vista,CA,,
Financial District,San Francisco,CA,2235.0,3500.0
Bowmanville,Chicago,IL,1195.0,1315.0
Wayne State,Detroit,MI,,
Nevin Community,Charlotte,NC,,
Goodby's Creek,Jacksonville,FL,895.0,
Melrose Manors,Fort Lauderdale,FL,1700.0,1500.0
Garden Springs,Lexington,KY,,
Murray Hill,Milwaukee,WI,995.0,999.0
Westbranch,Houston,TX,1024.0,
Spectrum,Gilbert,AZ,,1295.0
Mark Twain,Saint Louis,MO,,
Ryanwood,Fort Worth,TX,,
Beach Park,Tampa,FL,1249.0,1650.0
Interlake,Bellevue,WA,,
The Cape,Jacksonville,FL,1325.0,1395.0
McElderry Park,Baltimore,MD,1000.0,1100.0
Riverview,Jacksonville,FL,,795.0
Tollgate Overlook,Aurora,CO,,
Hartley,Lincoln,NE,,
Sequoyah,Oakland,CA,,
Wyandotte,Louisville,KY,,
Bergen Beach,New York,NY,,1350.0
Woodward Park,Columbus,OH,,
North Hayward,Hayward,CA,,
Horner Park,Chicago,IL,1015.0,
Central Beach Alliance,Fort Lauderdale,FL,1950.0,1900.0
Dineen Park,Milwaukee,WI,,
South Seminole Heights,Tampa,FL,,950.0
Downtown,Stockton,CA,,
Alger Heights,Grand Rapids,MI,,
Holden Heights,Orlando,FL,,
Berg-Lasher,Detroit,MI,,725.0
Downtown,Fort Lauderdale,FL,1950.0,2550.0
Meredith,Des Moines,IA,,
Ventura,Orlando,FL,,795.0
Ruskin Heights,Kansas City,MO,,725.0
Birmingham,Toledo,OH,,
Escalante,Tempe,AZ,825.0,995.0
Woodbury,Glendale,CA,,
Covell Park,Davis,CA,,
Greenwood & Hamilton,Trenton,NJ,,
Dam East-West,Aurora,CO,,
West River,New Haven,CT,,
Upper Land Park,Sacramento,CA,,
Sharon Woods,Charlotte,NC,795.0,975.0
East Del Paso Heights,Sacramento,CA,,
East Community Team South,Kansas City,MO,,
North Oak Park,Sacramento,CA,,795.0
Coronado Ranch,Gilbert,AZ,,
Macons Corner,Virginia Beach,VA,,
Fourth Ward,Houston,TX,1020.0,2400.0
River Road,Eugene,OR,,
Oakford Park,Tampa,FL,,600.0
Cory - Merrill,Denver,CO,,
Galveston,Chandler,AZ,,
Sunland Village,Mesa,AZ,,
Crestview,Austin,TX,1000.0,1501.0
Pecan Park,Jacksonville,FL,,1400.0
Fairmount,Fort Worth,TX,,1095.0
Mayfair,Washington,DC,,
Oliver,Baltimore,MD,,1150.0
Parkview Hills,Fort Worth,TX,,1200.0
Lauraville,Baltimore,MD,,
Charter Point,Jacksonville,FL,669.0,
South Broadway,Albuquerque,NM,,
South Louisville,Louisville,KY,,
Ladera West,Albuquerque,NM,,
East Beverly,Chicago,IL,,
Goose Island,Chicago,IL,1750.0,2200.0
North Stonehurst,Oakland,CA,,1250.0
Park Duvalle,Louisville,KY,,
River Trails,Fort Worth,TX,,
Tallulah - North Shore,Jacksonville,FL,,800.0
Schenk-Atwood,Town of Madison,WI,,
South East Community,Grand Rapids,MI,,700.0
Penrose,Arlington,VA,1825.0,1655.0
Sehome,Bellingham,WA,,
Downtown,Trenton,NJ,,
Fairmount,Eugene,OR,,
Eckington,Washington,DC,2397.0,
Harrington,Oakland,CA,,
Wright View,Dayton,OH,,
Old Norwood Park,Chicago,IL,,
Tower Heights,Tulsa,OK,,
Northeast,South Bend,IN,,
Forest Hills Gardens,New York,NY,2500.0,2795.0
Central,Seattle,WA,,
Burkhardt,Dayton,OH,,
Corcoran,Minneapolis,MN,,
Coquina Key,Saint Petersburg,FL,900.0,1100.0
Kleinman Park,Mesa,AZ,,
South Westside,Olympia,WA,,
West Minnehaha,Vancouver,WA,,
Wescott,Syracuse,NY,,
Port Ivory,New York,NY,,
Pawtuckett,Charlotte,NC,,
Magnolia Gardens,Jacksonville,FL,,775.0
Fourth Ward,Charlotte,NC,1099.0,1409.0
Woodstone,San Antonio,TX,,1000.0
Mount Washington,Baltimore,MD,,
Madison Valley,Seattle,WA,1850.0,
Milkhouse,Mobile,AL,,
Midtown,Grand Rapids,MI,,900.0
Southmoor Park,Denver,CO,1030.0,1265.0
Carrollton Ridge,Baltimore,MD,,895.0
Lathrop Homes,Chicago,IL,1950.0,1800.0
Nashboro Village,Nashville,TN,712.0,
Long Branch Creek,Arlington,VA,1880.0,2000.0
Ormewood Park,Atlanta,GA,1350.0,1395.0
Greensbriar,Detroit,MI,,700.0
Reichlieu,Mobile,AL,,795.0
Sandpointe,Santa Ana,CA,,
West Plaza,Kansas City,MO,895.0,950.0
Northgate,Sacramento,CA,,
Oakland-Winchell,Kalamazoo,MI,,
45th and Moncrief,Jacksonville,FL,,775.0
Westside Development,Tucson,AZ,,
Greenbriar,Atlanta,GA,,
Lowry Hill,Minneapolis,MN,1749.0,1275.0
East Columbus,Columbus,OH,,
Rum Village,South Bend,IN,,650.0
Southmoreland,Kansas City,MO,695.0,750.0
Cajon,San Bernardino,CA,,1350.0
West Portland Park,Portland,OR,,
Greenwood Hills,Richardson,TX,,
Downtown,Albuquerque,NM,,695.0
Azalea-Hollywood Park,San Diego,CA,,
Mountain View,Vancouver,WA,,
Stevens Square,Minneapolis,MN,675.0,720.0
Bryn Mawr,Orlando,FL,,995.0
Cooper Commons,Chandler,AZ,1200.0,1195.0
Whiteaker,Eugene,OR,,595.0
Candleridge,Fort Worth,TX,,
Stapleton,Denver,CO,1352.0,1795.0
Centretech,Aurora,CO,,1051.0
Near Northwest,South Bend,IN,,645.0
Downtown,Baltimore,MD,1300.0,1625.0
Cherokee Triangle,Louisville,KY,,1250.0
French Quarter,New Orleans,LA,1575.0,2250.0
Allendale,Baltimore,MD,,1150.0
Edgewood,Atlanta,GA,,1200.0
Lyon Village,Arlington,VA,2600.0,2050.0
Rickarby,Mobile,AL,,650.0
Southwest Airport,Columbus,OH,705.0,
Madrona,Seattle,WA,,
Core City,Detroit,MI,,
Riverside Rancho,Glendale,CA,,
Salem Village,Columbus,OH,,
Mondawin,Baltimore,MD,,
Greenway,Washington,DC,,
Inman Park,Atlanta,GA,1465.0,1748.0
Carlen,Mobile,AL,,650.0
WoodRidge,Bellevue,WA,,
Douglas Park,Chicago,IL,,
Beechfield,Baltimore,MD,,
Oak Park,Stockton,CA,,
Grand Park,Jacksonville,FL,,
Ridglea North,Fort Worth,TX,,1209.0
Corona Heights,San Francisco,CA,,2899.0
Ocean Avenue,Portland,ME,1050.0,
Magnolia Glen,Chicago,IL,780.0,1000.0
Middle River Terrace,Fort Lauderdale,FL,1349.0,1175.0
Riverside,Spokane,WA,,
Miramonte,Tucson,AZ,799.0,535.0
Playa Vista,Los Angeles,CA,2800.0,2900.0
Northgate,Colorado Springs,CO,1049.0,
Heather Ridge,Aurora,CO,,
West Downtown,Santa Barbara,CA,,1600.0
S.R. Marmon,Albuquerque,NM,,
Glenwood Meadows,Sacramento,CA,,
Village 7,Sacramento,CA,,
Eastland Park-Dixie Plantation,Lexington,KY,,
Underwood Hills,Atlanta,GA,950.0,
Hickman Mills,Kansas City,MO,,825.0
Venetian Hills,Atlanta,GA,,900.0
Griers Fork,Charlotte,NC,,
South Park,Tucson,AZ,,
Volker,Kansas City,MO,599.0,650.0
Berea,Baltimore,MD,,1000.0
Park,Detroit,MI,,800.0
Turner Park,Tulsa,OK,,900.0
Glacier View,Everett,WA,,
Eagle Lake,Charlotte,NC,,
Shady Oaks,San Antonio,TX,,
Tulane-Gravier,New Orleans,LA,,
U Street Corridor,Washington,DC,2445.0,2575.0
Globeville,Denver,CO,,
Oakland City,Atlanta,GA,,800.0
Garden Hills,Atlanta,GA,1675.0,1740.0
Saint Mary's,Long Beach,CA,,
Iveywood,Oakland,CA,,
North Delridge,Seattle,WA,,
Ranch Triangle,Chicago,IL,1950.0,2160.0
East Hills,Grand Rapids,MI,,1350.0
Glenfair,Portland,OR,,
Park Hill,Louisville,KY,,575.0
Creekside,Sacramento,CA,,1500.0
Central Business District,Denver,CO,1695.0,2800.0
East Harriet,Minneapolis,MN,,
Fulton River District,Chicago,IL,1718.0,2035.0
Eisenhower East,Alexandria,VA,2100.0,2250.0
LaSalle College Park,Detroit,MI,,700.0
East Deering,Portland,ME,,
Whitman,Spokane,WA,,
Lincoln,Vancouver,WA,,
Central Business District,Orlando,FL,1160.0,1450.0
Eastwood Hill East,Kansas City,MO,,800.0
Barcroft,Arlington,VA,,
Camelot,Garland,TX,,
West Central,Fort Wayne,IN,,425.0
Kingsway East,Saint Louis,MO,,
Bayou St. John,New Orleans,LA,,
Meadowbrook,Seattle,WA,,
Confederate Point,Jacksonville,FL,,
John Ball Park,Grand Rapids,MI,,1700.0
Ellwood Park-Monument,Baltimore,MD,,1100.0
Benton Park,Saint Louis,MO,,875.0
Moss Bay,Kirkland,WA,1590.0,1933.0
Oak Center,Oakland,CA,,
Holly,Austin,TX,1250.0,
Northrich,Richardson,TX,,1500.0
East Congress,Austin,TX,992.0,1345.0
UMC,Las Vegas,NV,,895.0
Westside,South Bend,IN,,565.0
Hope,Santa Barbara,CA,,
Riverland,Fort Lauderdale,FL,,1300.0
Town Center,Reston,VA,,
New Village,Phoenix,AZ,,
Columbia Street Waterfront District,New York,NY,2100.0,2600.0
Central Business District,Pittsburgh,PA,1565.0,1495.0
Mission Hills,El Paso,TX,,1200.0
Morris Heights,Aurora,CO,,
Harborview-Seahurst-Glenhaven,Everett,WA,,
Riverside Park,Fort Lauderdale,FL,950.0,995.0
Sierra Springs,San Antonio,TX,,1250.0
Forest Trails,Jacksonville,FL,1195.0,1195.0
Trilogy,Corona,CA,,1995.0
Harrison East-South,Tucson,AZ,,
Rock Island,Fort Lauderdale,FL,,1600.0
Weinland Park,Columbus,OH,,799.0
Wrigleyville,Chicago,IL,1673.0,1600.0
Duval,Jacksonville,FL,,1050.0
University South,Palo Alto,CA,,
Upper Fells Point,Baltimore,MD,1350.0,1699.0
Cedar Hills Estate,Jacksonville,FL,795.0,950.0
Sunset,Fort Lauderdale,FL,,1500.0
Victory Hills,Albuquerque,NM,,600.0
Newfield,Stamford,CT,,
Biscayne,Jacksonville,FL,975.0,
Coronado Hills,Austin,TX,655.0,
Richmond Valley,New York,NY,,
Cathedral Heights,Washington,DC,2246.0,1985.0
Beatties Ford-Trinity,Charlotte,NC,890.0,
South Pointe,San Bernardino,CA,,1595.0
Fairwood and Robandee,Kansas City,MO,,850.0
Duclay Forest,Jacksonville,FL,975.0,999.0
Arrowhead Farms,San Bernardino,CA,,
Jacksonville Heights South,Jacksonville,FL,,1195.0
Government Hill Alliance,San Antonio,TX,,
Sherwood Forest,Charlotte,NC,795.0,
Limberlost,Tucson,AZ,,750.0
Pipers Meadow,San Antonio,TX,,
Riverview,Seattle,WA,,1395.0
Kirkman South,Orlando,FL,800.0,1000.0
Central Business District - Downtown,Kansas City,MO,995.0,1100.0
Village 12,Sacramento,CA,,1550.0
West University,Tucson,AZ,1000.0,700.0
Virginia Ave,Lexington,KY,,900.0
Lewelling,Milwaukie,OR,,
Southern Orchards,Columbus,OH,,550.0
Upper East Side,Milwaukee,WI,,
Quail Hollow,Charlotte,NC,,950.0
Emerald Estates,Bakersfield,CA,,1550.0
Curtis Bay,Baltimore,MD,800.0,1000.0
University,San Bernardino,CA,,
Eastmont Hills,Oakland,CA,,2200.0
Arlington Park,Sarasota,FL,,
Downtown,Salt Lake City,UT,915.0,1075.0
Ida B. Wells - Darrow Homes,Chicago,IL,,
Hogan's Creek,Jacksonville,FL,850.0,
Oakdale South,Charlotte,NC,,1000.0
South Wedge,Rochester,NY,,
Edgemoor,Saint Petersburg,FL,,
South Kilbourne,Columbia,SC,795.0,575.0
Hilliard Green,Columbus,OH,,
NE - Sterling,San Bernardino,CA,,1300.0
Mahncke Park,San Antonio,TX,,650.0
Willow Creek,Kansas City,MO,665.0,699.0
Ivy Hill,Oakland,CA,,
Moorings,Naples,FL,2500.0,5000.0
Great Neck Estates,Great Neck,NY,,4500.0
Westchester,Charlotte,NC,795.0,825.0
West Gate,Austin,TX,,1100.0
Hedrick Acres,Tucson,AZ,595.0,695.0
North Star,Anchorage,AK,,1150.0
Pendleton Heights,Kansas City,MO,,
Hudson,San Bernardino,CA,,
Centennial Park,Santa Ana,CA,,
Colonial Village,Sacramento,CA,,
Park Circle,Baltimore,MD,,
Oakdale,Portland,ME,,1100.0
East Community Team North,Kansas City,MO,,
Olde Whitehall,Charlotte,NC,,1100.0
Thousand Oaks,San Antonio,TX,729.0,
Broadleigh,Columbus,OH,,
Sylvan Park,Nashville,TN,,
Aviation Sub.,Detroit,MI,,800.0
Old Town-Chinatown,Portland,OR,1200.0,
Penrose-Fayette Street Outreach,Baltimore,MD,,1150.0
Sullivan's Gulch,Portland,OR,,995.0
Naples,Long Beach,CA,,2400.0
Chinatown,Chicago,IL,,
Lake Forest,Jacksonville,FL,,800.0
Thornhill,Mobile,AL,870.0,
Seven Eagles,Charlotte,NC,,
Galindo,Austin,TX,940.0,1350.0
Finley Farms,Gilbert,AZ,,
Eliot,Portland,OR,,1195.0
Cherrydale,Arlington,VA,,
City Center,Toledo,OH,,
Eastmont,Oakland,CA,,1200.0
Island Estate Civic Association,Clearwater,FL,1500.0,2300.0
Lake Hollingsworth,Lakeland,FL,,
Parkside,Portland,ME,850.0,830.0
South University,Eugene,OR,,
Rain Tree,Charlotte,NC,770.0,
Castlemont,Oakland,CA,,
East Foothills,Boulder,CO,,1655.0
Woodbine,Sacramento,CA,,
Muscupiabe,San Bernardino,CA,,
Lincoln Villas,Jacksonville,FL,,
Southpoint,Jacksonville,FL,1090.0,795.0
Irish Channel,New Orleans,LA,,1850.0
Eugene Field,Tulsa,OK,,
Washington Village,Baltimore,MD,1200.0,1150.0
Herlong,Jacksonville,FL,,1150.0
